word,Valence,Arousal,Dominance
非弾性,0.396,0.426,0.385
不適格,0.143,0.377,0.457
不器用,0.156,0.418,0.209
無能,0.177,0.471,0.25
不平等,0.122,0.575,0.259
不公平,0.281,0.519,0.373
不活性,0.323,0.18,0.319
慣性,0.344,0.288,0.322
避けられない,0.316,0.419,0.623
不正確,0.153,0.459,0.17
許しがたい,0.271,0.582,0.546
無尽蔵,0.602,0.541,0.643
安価な,0.694,0.414,0.26
未経験,0.208,0.614,0.151
経験の浅い,0.281,0.473,0.231
不可解,0.224,0.635,0.443
言い表せない,0.198,0.608,0.364
無謬性,0.583,0.663,0.764
間違いない,0.776,0.687,0.809
悪名高い,0.146,0.58,0.472
汚名,0.177,0.676,0.421
幼児期,0.75,0.399,0.37
子供,0.802,0.431,0.328
子殺し,0.167,0.856,0.443
乳児,0.604,0.382,0.259
歩兵,0.531,0.684,0.791
梗塞,0.08,0.846,0.386
夢中になった,0.729,0.764,0.417
心酔,0.844,0.745,0.53
実行不可能,0.245,0.472,0.236
感染する,0.102,0.777,0.424
感染,0.083,0.735,0.407
伝染性,0.142,0.76,0.422
推測する,0.449,0.49,0.453
推論,0.359,0.479,0.398
推論的な,0.426,0.451,0.455
劣っている,0.26,0.254,0.106
劣等感,0.177,0.43,0.205
地獄の,0.083,0.837,0.571
インフェルノ,0.051,0.857,0.463
不妊,0.274,0.458,0.255
不妊,0.17,0.664,0.328
蔓延,0.256,0.776,0.527
異教徒,0.177,0.74,0.404
不貞,0.062,0.777,0.392
内野,0.51,0.571,0.438
潜入する,0.408,0.745,0.587
浸潤,0.265,0.792,0.536
無限,0.724,0.583,0.735
無限に,0.688,0.643,0.829
極小,0.388,0.472,0.496
無限大,0.516,0.459,0.805
虚弱,0.115,0.521,0.21
診療所,0.5,0.438,0.517
病弱,0.094,0.482,0.252
炎症,0.146,0.765,0.423
炎症性,0.177,0.642,0.404
インフレータブル,0.51,0.51,0.4
膨らませる,0.305,0.569,0.462
膨らんだ,0.303,0.431,0.617
インフレーション,0.219,0.792,0.508
屈折,0.385,0.635,0.377
与える,0.167,0.76,0.609
被害,0.302,0.722,0.571
花序,0.459,0.344,0.412
影響,0.622,0.663,0.824
影響力のある,0.899,0.688,0.944
インフルエンザ,0.271,0.718,0.321
流入,0.622,0.635,0.575
情報,0.75,0.33,0.642
インフォマーシャル,0.427,0.462,0.555
知らせる,0.723,0.582,0.679
非公式,0.48,0.398,0.441
情報提供者,0.604,0.612,0.719
情報,0.765,0.37,0.711
有益な,0.812,0.419,0.741
通知,0.543,0.298,0.617
情報提供者,0.521,0.578,0.58
違反,0.245,0.66,0.471
赤外線,0.469,0.588,0.526
インフラストラクチャー,0.604,0.46,0.694
まれな,0.312,0.377,0.192
まれに,0.204,0.25,0.327
侵害,0.153,0.8,0.481
激怒する,0.102,0.934,0.596
激怒した,0.073,0.93,0.51
激怒する,0.135,0.913,0.627
腹立たしい,0.139,0.87,0.509
注入する,0.38,0.705,0.589
注入された,0.385,0.473,0.546
注入器,0.469,0.433,0.536
注入,0.583,0.365,0.453
独創的な,0.76,0.69,0.891
創意工夫,0.708,0.59,0.868
摂取する,0.51,0.559,0.473
摂取,0.429,0.612,0.512
インゴット,0.688,0.444,0.615
染み付いた,0.531,0.49,0.712
恩知らず,0.235,0.606,0.327
成分,0.792,0.373,0.451
進入,0.601,0.366,0.736
生息する,0.656,0.378,0.556
住民,0.604,0.356,0.519
居住した,0.667,0.361,0.51
生息,0.458,0.44,0.598
吸入,0.51,0.613,0.464
吸い込む,0.427,0.34,0.492
吸入器,0.408,0.5,0.349
固有,0.562,0.439,0.48
継承する,0.745,0.546,0.694
継承,0.9,0.565,0.798
阻害する,0.167,0.479,0.447
阻害,0.265,0.392,0.534
阻害剤,0.281,0.45,0.471
不親切な優しくない,0.265,0.531,0.395
非人道的な,0.107,0.66,0.492
非人道的な,0.104,0.587,0.402
非人道的,0.143,0.54,0.405
想像を絶する,0.542,0.636,0.534
卑劣な,0.26,0.823,0.556
比類のない,0.571,0.413,0.79
不法行為,0.219,0.567,0.425
イニシャル,0.583,0.314,0.539
開始する,0.719,0.48,0.553
開始,0.76,0.49,0.65
イニシエーション,0.698,0.529,0.527
主導権,0.833,0.615,0.768
注入する,0.406,0.735,0.596
注入,0.281,0.741,0.518
差止命令,0.281,0.422,0.519
傷つける,0.177,0.71,0.364
怪我した,0.083,0.68,0.302
傷つける,0.073,0.79,0.245
有害な,0.177,0.759,0.366
けが,0.049,0.769,0.287
不正,0.082,0.755,0.444
インク,0.471,0.408,0.235
ひらめき,0.448,0.551,0.57
内陸,0.51,0.417,0.423
インレー,0.406,0.531,0.565
入口,0.646,0.378,0.466
受刑者,0.235,0.663,0.398
宿,0.66,0.284,0.475
内臓,0.302,0.48,0.4
生まれつき,0.49,0.4,0.521
インナー,0.551,0.216,0.443
一番奥,0.583,0.5,0.51
インナーピース,0.714,0.318,0.551
イニング,0.602,0.315,0.52
イニング,0.573,0.487,0.443
宿屋の主人,0.578,0.224,0.472
イノセンス,0.802,0.26,0.307
無垢,0.729,0.206,0.34
無邪気に,0.776,0.25,0.302
無害な,0.51,0.321,0.172
革新する,0.898,0.872,0.75
革新,0.949,0.68,0.89
革新的な,0.88,0.64,0.83
ほのめかし,0.467,0.67,0.463
無数の,0.667,0.445,0.704
接種,0.333,0.57,0.598
操作不能,0.184,0.422,0.304
動作不能,0.138,0.425,0.273
並外れた,0.163,0.63,0.33
無機,0.385,0.345,0.282
入力,0.643,0.337,0.527
審問,0.458,0.569,0.721
問い合わせる,0.583,0.519,0.363
探究者,0.573,0.598,0.776
問い合わせる,0.479,0.51,0.5
問い合わせ,0.541,0.42,0.536
好奇心旺盛,0.301,0.637,0.615
審問官,0.385,0.873,0.642
非常識,0.062,0.67,0.265
狂気,0.098,0.847,0.337
飽くなき,0.375,0.656,0.558
碑文,0.592,0.422,0.542
不可解,0.459,0.541,0.613
虫,0.276,0.633,0.242
殺虫剤,0.188,0.598,0.43
安全でない,0.114,0.538,0.132
不安,0.094,0.647,0.35
授精,0.542,0.644,0.622
鈍感,0.219,0.471,0.302
切り離せない,0.7,0.52,0.571
入れる,0.481,0.552,0.519
挿入された,0.479,0.402,0.476
挿入,0.521,0.52,0.565
中身,0.612,0.404,0.472
インサイダー,0.625,0.562,0.75
陰湿な,0.146,0.622,0.48
洞察,0.613,0.363,0.649
洞察力のある,0.664,0.691,0.713
記章,0.665,0.282,0.685
取るに足らない,0.25,0.216,0.222
取るに足らない,0.083,0.306,0.114
ほのめかす,0.292,0.635,0.413
味気ない,0.214,0.25,0.241
主張,0.635,0.651,0.688
主張,0.418,0.704,0.645
しつこい,0.552,0.635,0.701
主張する,0.49,0.587,0.61
傲慢,0.115,0.731,0.402
横柄な,0.112,0.663,0.343
不溶性,0.439,0.29,0.414
倒産,0.323,0.431,0.3
支払不能,0.23,0.481,0.318
不眠症,0.198,0.611,0.373
不眠症,0.231,0.367,0.329
検査する,0.479,0.603,0.793
検査,0.459,0.63,0.718
検査官,0.418,0.58,0.852
インスピレーション,0.938,0.6,0.779
心に強く訴える,0.927,0.72,0.81
インスパイヤ,0.918,0.627,0.759
インスパイヤされた,0.967,0.702,0.736
不安定,0.177,0.76,0.353
インストール,0.63,0.583,0.736
インストール,0.656,0.469,0.759
取り付け,0.619,0.396,0.483
実例,0.547,0.45,0.558
インスタント,0.766,0.454,0.554
瞬時,0.75,0.5,0.585
瞬時に,0.656,0.64,0.6
扇動する,0.278,0.765,0.642
扇動,0.323,0.769,0.648
植え付ける,0.562,0.49,0.618
本能,0.771,0.602,0.642
本能的な,0.752,0.575,0.694
研究所,0.604,0.48,0.807
機関,0.58,0.311,0.79
指示する,0.729,0.49,0.833
指示された,0.74,0.388,0.722
命令,0.656,0.434,0.736
教育的な,0.698,0.5,0.773
指示,0.582,0.302,0.556
有益な,0.583,0.42,0.643
インストラクター,0.771,0.49,0.782
楽器,0.562,0.537,0.655
インストゥルメンタル,0.74,0.472,0.647
楽器奏者,0.656,0.54,0.74
道具性,0.637,0.51,0.618
反抗,0.281,0.775,0.634
耐え難い,0.22,0.784,0.291
不足,0.115,0.431,0.21
不十分,0.188,0.38,0.093
不十分,0.147,0.509,0.198
島国,0.531,0.426,0.465
絶縁する,0.365,0.358,0.286
絶縁された,0.208,0.265,0.304
絶縁,0.245,0.327,0.264
インスリン,0.429,0.472,0.375
侮辱,0.085,0.831,0.389
侮辱,0.094,0.84,0.412
保険,0.714,0.308,0.825
保証する,0.7,0.415,0.698
暴徒,0.235,0.735,0.66
乗り越えられない,0.62,0.627,0.737
暴動,0.229,0.706,0.582
無傷,0.716,0.212,0.602
摂取,0.604,0.527,0.442
無形,0.525,0.48,0.473
整数,0.573,0.327,0.595
積分,0.59,0.337,0.615
統合,0.729,0.39,0.7
統合,0.771,0.48,0.737
威厳,0.865,0.413,0.848
知性,0.844,0.418,0.87
知的,0.906,0.455,0.845
知能,0.833,0.587,0.885
知的,0.917,0.541,0.868
了解度,0.74,0.481,0.689
わかりやすい,0.635,0.48,0.691
意図する,0.562,0.52,0.519
意図されました,0.406,0.542,0.587
意図している,0.51,0.567,0.597
集中,0.592,0.774,0.679
激しく,0.694,0.846,0.75
激しくなる,0.604,0.87,0.737
強度,0.622,0.93,0.952
集中的な,0.57,0.842,0.776
意図,0.55,0.481,0.5
目的,0.531,0.48,0.636
意図的な,0.65,0.615,0.75
意図的に,0.45,0.676,0.696
インター,0.51,0.375,0.466
相互作用する,0.822,0.69,0.759
交流,0.646,0.735,0.75
相互の作用,0.727,0.811,0.77
仲裁する,0.582,0.577,0.63
インターセプト,0.221,0.66,0.676
傍受,0.327,0.673,0.643
執り成し,0.503,0.486,0.598
交換,0.615,0.527,0.565
交換可能,0.615,0.459,0.526
交換した,0.396,0.472,0.434
インターホン,0.623,0.429,0.453
性交,0.551,0.608,0.557
相互依存,0.608,0.618,0.639
相互依存,0.41,0.482,0.598
阻止,0.337,0.5,0.585
興味,0.78,0.667,0.618
興味がある,0.75,0.529,0.725
面白い,0.927,0.726,0.731
インターフェース,0.643,0.357,0.6
干渉,0.323,0.714,0.471
干渉,0.396,0.736,0.357
干渉計,0.51,0.51,0.517
銀河間,0.562,0.661,0.741
暫定,0.604,0.4,0.524
インテリア,0.618,0.157,0.462
割り込む,0.333,0.648,0.658
対話的な,0.49,0.5,0.527
間奏,0.47,0.417,0.377
仲介者,0.427,0.51,0.643
中級,0.48,0.368,0.4
埋葬,0.235,0.608,0.346
途方もない,0.327,0.481,0.561
休憩,0.49,0.36,0.402
間欠,0.337,0.565,0.436
インターン,0.459,0.46,0.392
内部,0.439,0.349,0.423
初めの,0.615,0.4,0.616
インターナショナル,0.8,0.519,0.702
インターネット,0.76,0.462,0.755
インターンシップ,0.59,0.51,0.482
インターオフィス,0.439,0.375,0.556
補間する,0.46,0.49,0.569
補間,0.419,0.506,0.528
解釈,0.646,0.625,0.673
解釈,0.677,0.594,0.62
通訳者,0.708,0.461,0.596
解釈的な,0.531,0.549,0.595
相互に関連する,0.615,0.469,0.592
尋問する,0.323,0.808,0.68
尋問,0.302,0.827,0.657
割り込み,0.21,0.635,0.509
中断された,0.281,0.559,0.333
中断中,0.146,0.593,0.509
中断,0.184,0.632,0.425
割り込み,0.204,0.545,0.389
交わる,0.521,0.51,0.48
交差点,0.344,0.541,0.658
州間高速道路,0.52,0.443,0.6
星間,0.708,0.702,0.622
インタースティシャル,0.333,0.471,0.534
間隔,0.51,0.284,0.4
介入する,0.52,0.677,0.768
介入,0.398,0.627,0.442
介入,0.388,0.696,0.689
インタビュー,0.573,0.77,0.619
インタビュアー,0.552,0.736,0.816
インターワーキング,0.552,0.587,0.691
無遺言,0.459,0.467,0.415
腸の,0.357,0.531,0.37
腸,0.343,0.45,0.38
腸,0.292,0.547,0.398
親密,0.857,0.802,0.558
親密な,0.724,0.598,0.393
親密に,0.806,0.573,0.59
暗示,0.406,0.673,0.5
威嚇する,0.21,0.804,0.632
威嚇した,0.177,0.663,0.208
威圧的な,0.229,0.79,0.708
脅迫,0.177,0.791,0.644
耐え難い,0.146,0.66,0.439
不寛容,0.052,0.704,0.52
不寛容,0.135,0.676,0.509
イントネーション,0.615,0.442,0.598
酔った,0.079,0.824,0.246
酔わせる,0.224,0.76,0.464
中毒,0.323,0.71,0.4
頭蓋内,0.281,0.602,0.553
難治性,0.154,0.694,0.302
壁内,0.49,0.464,0.447
静脈内,0.357,0.538,0.458
勇敢,0.753,0.696,0.637
複雑な,0.559,0.704,0.5
陰謀,0.362,0.83,0.327
興味をそそる,0.422,0.713,0.462
固有の,0.406,0.471,0.526
本質的に,0.459,0.382,0.538
イントロ,0.51,0.331,0.657
導入,0.592,0.559,0.648
前書き,0.612,0.413,0.64
入門,0.635,0.368,0.593
内省,0.603,0.337,0.575
内省的な,0.552,0.36,0.471
侵入する,0.058,0.735,0.48
侵入者,0.146,0.74,0.324
侵入,0.293,0.641,0.67
押し付けがましい,0.461,0.607,0.538
挿管,0.276,0.598,0.526
直感,0.857,0.508,0.602
直感的,0.771,0.573,0.69
直感的に,0.67,0.561,0.648
浸水,0.177,0.78,0.455
侵入する,0.408,0.892,0.714
インベーダー,0.2,0.827,0.618
無効,0.18,0.33,0.255
無効にする,0.315,0.48,0.397
無効化,0.181,0.49,0.278
無効,0.186,0.394,0.158
かけがえのない,0.74,0.5,0.745
常に,0.458,0.365,0.55
侵入,0.271,0.843,0.808
侵襲的な,0.194,0.73,0.598
発明,0.719,0.689,0.833
発明,0.714,0.577,0.811
独創的,0.78,0.627,0.721
発明者,0.781,0.667,0.847
在庫,0.594,0.463,0.49
逆,0.459,0.337,0.319
逆に,0.286,0.418,0.351
反転,0.602,0.63,0.772
反転,0.51,0.585,0.706
倒立,0.31,0.471,0.357
投資,0.65,0.663,0.682
調査,0.64,0.5,0.781
調査,0.531,0.592,0.82
調査,0.562,0.6,0.704
捜査官,0.615,0.509,0.779
投資,0.72,0.592,0.745
投資家,0.794,0.655,0.791
意地悪な,0.112,0.65,0.364
活力を与える,0.821,0.798,0.831
無敵,0.867,0.853,0.914
不可視,0.438,0.461,0.382
見えない,0.417,0.345,0.412
招待,0.802,0.549,0.647
招待,0.745,0.655,0.611
誘う,0.938,0.571,0.538
呼び出し,0.43,0.62,0.673
請求書,0.48,0.38,0.474
呼び出す,0.583,0.74,0.579
不本意な,0.354,0.49,0.231
退縮,0.296,0.42,0.407
関与,0.694,0.49,0.728
関与,0.76,0.62,0.696
不死身,0.552,0.683,0.745
内側に,0.49,0.385,0.438
ヨウ素,0.39,0.265,0.333
イオン,0.429,0.33,0.408
イオタ,0.344,0.385,0.314
怒る,0.188,0.852,0.474
怒り,0.198,0.74,0.575
玉虫色,0.602,0.588,0.539
虹彩,0.708,0.275,0.38
イライラした,0.164,0.791,0.353
イライラする,0.276,0.781,0.339
鉄,0.448,0.351,0.679
鉄壁,0.561,0.648,0.679
皮肉な,0.435,0.55,0.5
アイロン,0.531,0.441,0.625
アイロニー,0.39,0.587,0.508
照射,0.385,0.736,0.509
不合理な,0.125,0.648,0.394
不合理,0.198,0.735,0.361
相容れない,0.146,0.667,0.375
還元不可能,0.296,0.455,0.569
反駁できない,0.496,0.549,0.716
不規則,0.312,0.548,0.321
不規則性,0.104,0.647,0.306
不規則に,0.292,0.565,0.397
無関係,0.138,0.311,0.296
取り返しのつかない,0.061,0.53,0.43
かけがえのない,0.479,0.58,0.833
抑えきれない,0.512,0.566,0.745
抵抗できない,0.823,0.833,0.839
関係なく,0.497,0.538,0.745
無責任な,0.177,0.68,0.241
不敬な,0.191,0.694,0.634
不可逆,0.17,0.541,0.667
取消不能,0.296,0.56,0.712
灌漑する,0.272,0.458,0.49
灌漑,0.259,0.426,0.426
過敏性,0.146,0.853,0.283
過敏な,0.112,0.952,0.462
いらいらさせる,0.167,0.89,0.368
イライラしている,0.21,0.816,0.281
イライラする,0.173,0.81,0.295
イライラする,0.104,0.912,0.393
刺激,0.073,0.833,0.496
小島,0.745,0.347,0.432
島,0.667,0.39,0.443
島,0.612,0.314,0.367
隔離する,0.235,0.422,0.336
孤立した,0.221,0.356,0.255
隔離,0.198,0.338,0.339
同型,0.448,0.361,0.481
等温,0.459,0.491,0.5
アイソトープ,0.429,0.404,0.407
問題,0.316,0.819,0.351
かゆみ,0.319,0.61,0.465
かゆみ,0.208,0.69,0.3
かゆい,0.334,0.726,0.296
アイテム,0.594,0.27,0.465
箇条書きにする,0.459,0.527,0.518
アイテム,0.542,0.401,0.434
繰り返す,0.449,0.46,0.44
反復,0.531,0.449,0.486
反復,0.429,0.42,0.5
旅人,0.449,0.545,0.439
旅程,0.551,0.55,0.454
象牙,0.625,0.235,0.566
ジャブ,0.385,0.519,0.482
ジャバー,0.417,0.506,0.342
ジャック,0.487,0.45,0.441
ジャッカル,0.333,0.582,0.436
ジャッカス,0.188,0.692,0.279
ジャケット,0.656,0.302,0.382
ジャックハンマー,0.199,0.69,0.519
ジャックポット,0.95,0.75,0.786
ジャックラビット,0.625,0.379,0.344
ジャック,0.49,0.4,0.505
ヒスイ,0.604,0.41,0.455
疲れ果てた,0.255,0.56,0.4
ギザギザ,0.408,0.44,0.427
ギザギザ,0.082,0.462,0.213
ジャガー,0.559,0.71,0.654
刑務所,0.094,0.898,0.48
ジェイルバード,0.24,0.567,0.473
脱獄,0.354,0.629,0.471
看守,0.194,0.63,0.632
監獄,0.104,0.887,0.43
ジャロピー,0.396,0.436,0.337
混雑する,0.51,0.548,0.318
ジャンボリー,0.602,0.625,0.351
詰まった,0.235,0.817,0.411
ジャマー,0.417,0.54,0.491
管理人,0.51,0.35,0.527
用務員,0.49,0.373,0.481
日本,0.667,0.482,0.58
瓶,0.43,0.346,0.318
専門用語,0.333,0.548,0.404
ジャーヘッド,0.408,0.53,0.464
耳障り,0.21,0.673,0.309
ジャスミン,0.765,0.23,0.286
碧玉,0.48,0.425,0.402
黄疸,0.214,0.48,0.355
ジャント,0.808,0.451,0.5
ジャワ,0.459,0.321,0.343
ジャベリン,0.385,0.481,0.465
あご,0.5,0.51,0.42
顎骨,0.468,0.413,0.342
あご,0.385,0.528,0.455
ジェイ,0.531,0.408,0.389
ジャズ,0.677,0.362,0.45
ジャジー,0.725,0.431,0.389
嫉妬,0.173,0.855,0.345
嫉妬,0.146,0.783,0.481
ジャン,0.602,0.444,0.364
ジーンズ,0.622,0.324,0.371
ジープ,0.602,0.51,0.612
からかい,0.266,0.792,0.38
ゼリー,0.651,0.294,0.256
ゼリービーン,0.592,0.406,0.399
クラゲ,0.531,0.567,0.377
ジェニー,0.542,0.406,0.407
危険にさらす,0.26,0.877,0.582
危険な,0.129,0.908,0.536
ぴくぴく動く,0.194,0.63,0.238
けいれん,0.214,0.788,0.395
ぎくしゃくした,0.233,0.538,0.358
ジャージー,0.594,0.317,0.411
冗談,0.52,0.736,0.222
道化師,0.388,0.67,0.264
イエス,0.8,0.4,0.62
ジェット,0.612,0.721,0.606
桟橋,0.602,0.48,0.453
宝石,0.827,0.588,0.625
宝石商,0.76,0.482,0.5
ジュエリー,0.823,0.569,0.597
ジブ,0.406,0.42,0.413
ジフ,0.576,0.404,0.349
ちょっと,0.41,0.444,0.38
治具,0.531,0.396,0.357
揺れる,0.592,0.673,0.518
ジグソーパズル,0.594,0.582,0.519
ジハード,0.323,0.66,0.444
ジミー,0.579,0.321,0.311
ジングル,0.635,0.5,0.424
ジンクス,0.337,0.582,0.373
ジッター,0.224,0.918,0.192
ぎくしゃく,0.344,0.856,0.255
ジャイブ,0.561,0.551,0.373
仕事,0.694,0.541,0.717
就職面接,0.684,0.837,0.723
ジョック,0.592,0.656,0.473
騎手,0.562,0.644,0.703
ジョックストラップ,0.347,0.431,0.39
ジョグ,0.51,0.708,0.519
ジョガー,0.417,0.51,0.424
ジョン,0.562,0.382,0.327
加入,0.729,0.479,0.684
参加しました,0.667,0.394,0.6
接合,0.755,0.469,0.685
ジョイント,0.615,0.392,0.566
共同で,0.708,0.425,0.602
ジョーク,0.704,0.61,0.316
ジョーカー,0.771,0.76,0.416
冗談,0.776,0.839,0.407
陽気な,0.959,0.705,0.708
衝撃,0.365,0.708,0.358
ヨルナダ,0.417,0.5,0.533
書き留める,0.406,0.323,0.35
日,0.479,0.394,0.415
ジャーナル,0.688,0.24,0.352
ジャーナリズム,0.622,0.5,0.684
ジャーナリスト,0.542,0.452,0.732
ジャーナリズム,0.696,0.449,0.495
旅,0.91,0.702,0.625
旅人,0.765,0.596,0.741
馬上槍試合,0.52,0.528,0.551
陽気な,0.823,0.46,0.526
喜び,0.98,0.824,0.794
楽しげ,0.99,0.74,0.667
楽しい,0.958,0.58,0.728
お遊び,0.694,0.55,0.5
喜び,0.981,0.643,0.651
歓喜,0.844,0.673,0.664
ジュビリー,0.916,0.5,0.579
ジャッジ,0.51,0.604,0.857
判断した,0.281,0.686,0.722
判断する,0.24,0.625,0.693
判定,0.396,0.6,0.816
判断力のある,0.33,0.602,0.579
司法,0.378,0.667,0.833
司法,0.439,0.74,0.897
賢明な,0.63,0.432,0.772
柔道,0.5,0.79,0.612
水差し,0.52,0.25,0.213
ジャグリング,0.594,0.76,0.426
ジャグラー,0.633,0.821,0.48
ジャグリング,0.562,0.874,0.346
頸静脈,0.271,0.573,0.426
ジュース,0.776,0.281,0.352
ジューサー,0.552,0.52,0.564
ジューシー,0.823,0.529,0.49
ジュジュ,0.541,0.519,0.206
ジューク,0.5,0.491,0.41
ジュークボックス,0.699,0.54,0.429
ごちゃごちゃ,0.357,0.613,0.331
ごちゃごちゃした,0.292,0.602,0.445
ジャンボ,0.68,0.552,0.447
ジャンプ,0.625,0.865,0.611
縄跳び,0.656,0.66,0.368
ジャンパー,0.615,0.336,0.481
ジャンプスーツ,0.562,0.365,0.361
ビクビク,0.353,0.81,0.216
ジャンクション,0.49,0.481,0.364
接合部,0.365,0.582,0.491
密林,0.5,0.51,0.481
ジュニア,0.635,0.343,0.304
ジュニパー,0.583,0.327,0.352
ジャンク,0.115,0.481,0.118
ジャンケット,0.49,0.519,0.386
ジャンキー,0.135,0.86,0.363
ジャンキー,0.385,0.595,0.343
廃品,0.177,0.398,0.302
軍事政権,0.451,0.503,0.704
法人,0.52,0.431,0.873
管轄,0.48,0.58,0.82
法学,0.36,0.425,0.764
法学者,0.479,0.523,0.713
陪審員,0.582,0.64,0.75
陪審,0.479,0.607,0.789
正義,0.76,0.538,0.787
正当,0.786,0.413,0.821
正当化,0.622,0.444,0.661
正当化する,0.612,0.473,0.615
やめて,0.417,0.379,0.364
ほんの始まり,0.573,0.451,0.481
ジュート,0.551,0.216,0.295
少年,0.678,0.49,0.526
並置,0.427,0.5,0.46
カイザー,0.47,0.509,0.69
ケール,0.469,0.226,0.411
万華鏡,0.615,0.439,0.58
